popularity,original_title,runtime,vote_average,release_year,budget_adj,revenue_adj,success,tit_len,rating_cat
2.3315669999999997,Creed,133.0,7.3,2015,32199985.8320062,126900665.803707,2.9410162000000026,5,very_high
2.31767,Trainwreck,125.0,6.1,2015,32199985.8320062,129532072.56588799,3.0227369428571444,10,high
2.29573,Eye in the Sky,102.0,7.2,2015,11959994.737602301,30220316.9030605,1.5267834615384592,14,very_high
2.28135,Legend,131.0,6.7,2015,22999989.8800044,39535137.0845396,0.7189197600000005,6,very_high
2.234573,Pan,111.0,5.9,2015,137999939.280026,118117202.42843,-0.14407786666666886,3,mediocre
2.140199,The Peanuts Movie,88.0,6.4,2015,91079959.92481759,226534364.284879,1.487203161616155,17,high
2.121884,Concussion,123.0,6.9,2015,32199985.8320062,44733666.5571867,0.3892449142857152,10,very_high
2.096273,The Night Before,100.0,6.1,2015,22999989.8800044,48204295.110110104,1.095839840000003,16,high
2.0809349999999998,Knock Knock,99.0,4.8,2015,2299998.98800044,4796917.44935632,1.085617200000004,11,low
2.070708,The Longest Ride,128.0,7.3,2015,31279986.236806,57972193.012235,0.8533317941176479,16,very_high
2.060162,Hotel Transylvania 2,89.0,6.8,2015,73599967.61601421,428888671.76898396,4.827294299999997,20,very_high
2.055572,Love the Coopers,107.0,5.3,2015,15639993.118403,22079990.2848042,0.41176470588235053,16,low
2.049886,The Walk,123.0,6.8,2015,32199985.8320062,56287361.873560704,0.7480554857142853,8,very_high
2.0266509999999998,Tracers,94.0,5.9,2015,10119995.5472019,1714249.04573042,-0.8306077272727264,7,mediocre
2.000338,Vacation,99.0,6.1,2015,28519987.4512055,96033410.70529921,2.367231870967742,8,high
1.984529,Poltergeist,93.0,5.0,2015,32199985.8320062,87802915.846717,1.7267998285714306,11,low
1.9800389999999999,Maggie,95.0,5.1,2015,3679998.38080071,172142.964257095,-0.9532220000000001,6,low
1.95632,Child 44,137.0,5.9,2015,45999979.7600089,3058382.2543117995,-0.9335134000000002,8,mediocre
1.926739,The Gift,108.0,6.6,2015,4599997.97600089,54260336.885451704,10.795730599999986,8,high
1.904898,Daddy's Home,96.0,5.7,2015,45999979.7600089,221131463.342156,3.8072078399999976,12,mediocre
1.865007,The Little Prince,92.0,7.5,2015,58879974.0928114,89765510.50317529,0.5245507812499985,17,very_high
1.82313,The Dressmaker,118.0,6.9,2015,10975595.1707381,16872792.5759712,0.5373009220452617,14,very_high
1.758618,The DUFF,100.0,6.8,2015,7819996.55920151,40046325.65961671,4.121015764705885,8,very_high
1.742286,Sinister 2,97.0,5.5,2015,9199995.95200178,48651435.1533685,4.288201799999997,10,mediocre
1.73518,Paul Blart: Mall Cop 2,94.0,5.3,2015,27599987.856005296,98989419.0846556,2.586574733333339,10,low
1.6510779999999898,The Boy Next Door,91.0,3.9,2015,3679998.38080071,46150034.4539848,11.540775749999996,17,low
1.532997,Entourage,104.0,6.2,2015,27599987.856005296,45322311.73818279,0.6421134666666679,9,high
1.5100959999999999,The Wedding Ringer,101.0,6.5,2015,21159990.689604,73415857.2970227,2.469560000000012,18,high
1.499614,Scouts Guide to the Zombie Apocalypse,93.0,6.2,2015,13799993.9280026,13671898.704364501,-0.009282266666666504,37,high
1.495112,The Visit,94.0,5.9,2015,4599997.97600089,90574017.18743241,18.690012399999997,9,mediocre
1.4832459999999899,Black Mass,122.0,6.3,2015,48759978.5456094,91793583.3708233,0.882559962264152,10,high
1.449072,Heist,93.0,5.4,2015,8187996.39728158,46125.099704956105,-0.9943667415730337,5,low
1.448002,Krampus,98.0,5.9,2015,13799993.9280026,56624785.5250943,3.1032471333333502,7,mediocre
1.443406,Dark Places,113.0,5.7,2015,18399991.9040035,191900.87556361398,-0.9895706,11,mediocre
1.41239,No Escape,103.0,6.7,2015,4599997.97600089,50065340.2112503,9.883774399999998,9,very_high
1.40805,Dope,103.0,7.3,2015,643999.716640124,16547831.2389542,24.69540142857137,4,very_high
1.3882510000000001,American Ultra,96.0,5.9,2015,25759988.665604897,25951426.781372197,0.007431607142859928,14,mediocre
1.388032,Woman in Gold,120.0,7.3,2015,10119995.5472019,56690166.216326796,4.601797545454572,13,very_high
1.3766049999999999,Sisters,118.0,5.9,2015,27599987.856005296,96610126.25154442,2.500368433333338,7,mediocre
1.360926,Project Almanac,106.0,6.3,2015,11039995.1424021,29668368.665917702,1.6873534166666684,15,high
1.3558219999999999,The Transporter Refueled,96.0,5.3,2015,22999989.8800044,66819266.9995225,1.905186800000006,24,low
1.345982,Crimson Peak,119.0,6.4,2015,50599977.7360098,68705406.0096213,0.3578149454545444,12,high
1.338481,Magic Mike XXL,115.0,6.3,2015,13615994.0089626,112619962.88721599,7.271152499999997,14,high
1.338322,Paranormal Activity: The Ghost Dimension,88.0,5.0,2015,9199995.95200178,71851557.1453148,6.809955299999994,19,low
1.316239,Trumbo,124.0,7.2,2015,13799993.9280026,7576804.78620589,-0.4509559333333308,6,very_high
1.315266,Secret in Their Eyes,111.0,6.2,2015,17939992.1064034,29614535.809604198,0.650755230769235,20,high
1.291013,The SpongeBob Movie: Sponge Out of Water,93.0,5.7,2015,68079970.0448131,286666383.306791,3.2107301621621622,19,mediocre
1.278928,Max,111.0,7.0,2015,18399991.9040035,40449856.802063,1.1983627500000071,3,very_high
1.225325,The Gunman,115.0,5.6,2015,36799983.808007106,9811564.7629115,-0.733381275,10,mediocre
1.191138,Unfriended,82.0,5.6,2015,919999.595200178,57851497.3453411,61.882089999999934,10,mediocre
1.178831,Hot Pursuit,87.0,5.5,2015,32199985.8320062,47545763.999863796,0.47657717142857153,11,mediocre
1.1647239999999999,Insidious: Chapter 3,97.0,6.3,2015,9199995.95200178,95959500.6978197,9.4303851,9,high
1.142518,The Lady in the Van,104.0,5.9,2015,5519997.57120106,38076655.2862716,5.8979478333333315,19,mediocre
1.138395,Victor Frankenstein,109.0,5.5,2015,36799983.808007106,31489100.3047958,-0.14431755000000132,19,mediocre
1.1252389999999999,Anomalisa,90.0,6.7,2015,7359996.76160142,3458541.59824169,-0.5300892500000006,9,very_high
1.03839,The Diary of a Teenage Girl,102.0,6.8,2015,1839999.19040035,1358841.24210985,-0.2614989999999993,27,very_high
1.0070540000000001,Irrational Man,95.0,6.1,2015,10119995.5472019,25199786.192094002,1.4900985454545528,14,high
0.956096,Ricki and the Flash,100.0,5.5,2015,16559992.713603199,38019285.0315145,1.2958515555555516,19,mediocre
0.950793,The Perfect Guy,100.0,5.6,2015,11039995.1424021,55451294.7614303,4.022764416666684,15,mediocre
0.9376200000000001,While We're Young,97.0,5.9,2015,9199995.95200178,6980483.12858742,-0.24125150000000029,17,mediocre
0.9273389999999999,Get Hard,100.0,5.9,2015,36799983.808007106,97990493.6441828,1.6627863250000015,8,mediocre
0.9060360000000001,The 33,120.0,5.8,2015,22999989.8800044,22910495.079382103,-0.003891080000000351,6,mediocre
0.898295999999999,Suffragette,106.0,7.1,2015,12879994.3328024,14722219.9222232,0.14303000000000557,11,very_high
0.880937999999999,We Are Your Friends,96.0,6.2,2015,5519997.57120106,10232318.297779901,0.8536816666666609,19,high
0.8324870000000001,The Second Best Exotic Marigold Hotel,122.0,6.4,2015,9199995.95200178,79099969.91601321,7.597826599999998,37,high
0.829111,Little Boy,106.0,7.1,2015,18399991.9040035,5906690.88105601,-0.6789840499999991,10,very_high
0.814206,Aloha,105.0,5.2,2015,34039985.0224065,24150007.7739965,-0.2905400000000006,5,low
0.795762,Our Brand Is Crisis,108.0,5.7,2015,25759988.665604897,6442077.28548599,-0.7499192499999993,19,mediocre
0.706023,Freeheld,103.0,7.1,2015,6439997.16640124,527467.967914094,-0.9180949999999999,8,very_high
0.699932,Love,134.0,4.7,2015,2759998.78560053,639647.198555232,-0.7682436666666665,4,low
0.69957,Truth,121.0,6.4,2015,8831996.11392171,2338228.65117939,-0.7352547916666671,5,high
0.690479,Danny Collins,107.0,6.6,2015,9199995.95200178,9968887.45368952,0.08357519999999999,13,high
0.6895789999999989,Rock the Kasbah,100.0,5.1,2015,13799993.9280026,2779009.65723575,-0.7986223999999991,15,low
0.6737920000000001,"Hello, My Name Is Doris",95.0,6.6,2015,919999.595200178,13289393.2326669,13.44499899999992,23,high
0.669351,The Vatican Tapes,91.0,4.5,2015,11959994.737602301,1641981.23752825,-0.8627105384615388,17,low
0.661471,99 Homes,112.0,6.8,2015,7359996.76160142,1298972.2684521999,-0.8235091250000002,8,very_high
0.6611630000000001,Hot Tub Time Machine 2,93.0,5.0,2015,12879994.3328024,11329473.935031401,-0.12038207142857028,22,low
0.654046,Manglehorn,97.0,5.0,2015,3679998.38080071,131652.86207274,-0.9642247500000001,10,low
0.602165,A Walk in the Woods,104.0,5.4,2015,7359996.76160142,33111785.4708143,3.49888587499999,19,low
0.599655,The Lazarus Effect,83.0,4.9,2015,3035998.66416058,58981843.80798871,18.42749333333338,18,low
0.577814,Unfinished Business,90.0,4.9,2015,32199985.8320062,13276746.918231301,-0.587678485714287,19,low
0.570743999999999,Lost River,95.0,5.7,2015,1839999.19040035,41796.5016095392,-0.9772845,10,mediocre
0.532205,The Gallows,87.0,5.0,2015,91999.95952001779,39251239.9294544,425.64409999999975,11,low
0.524315,By the Sea,122.0,5.4,2015,9199995.95200178,3068131.49002214,-0.6665073000000005,10,low
0.46208999999999995,Black or White,121.0,6.7,2015,8279996.356801599,19845485.147986498,1.3967987777777744,14,very_high
0.45087200000000005,I Saw the Light,123.0,5.6,2015,11959994.737602301,1515044.29338051,-0.8733239999999999,15,mediocre
0.43558199999999997,Jem and the Holograms,119.0,5.7,2015,4599997.97600089,2146988.33532513,-0.5332632000000005,21,mediocre
0.424813,Beasts of No Nation,137.0,7.5,2015,5519997.57120106,83514.8032534865,-0.9848705,19,very_high
0.41491300000000003,Demonic,83.0,5.0,2015,2759998.78560053,3116038.628943,0.1290000000000006,7,low
0.40223600000000004,The D Train,101.0,4.2,2015,411721.89884236397,709611.327771015,0.7235209731768579,11,low
0.36590100000000003,Strangerland,111.0,5.0,2015,9199995.95200178,16074.2329273375,-0.9982528,12,low
0.336107,Captive,97.0,5.7,2015,1839999.19040035,2577386.22595006,0.40075400000000444,7,mediocre
0.29875100000000004,90 Minutes in Heaven,121.0,5.7,2015,4599997.97600089,4455281.1196763,-0.03146020000000144,20,mediocre
0.259794,Grandma,78.0,5.6,2015,551999.757120106,6520452.97100069,10.812420000000012,7,mediocre
0.7310220000000001,War Room,120.0,6.9,2015,2759998.78560053,62366880.1985727,21.5967056666667,8,very_high
0.07610900000000001,Stonewall,129.0,5.6,2015,12419994.5352024,172660.004029598,-0.9860982222222222,9,mediocre
24.949134,Interstellar,169.0,8.0,2014,151980023.37728998,572690645.122961,2.7681968484848705,12,very_high
14.311205,Guardians of the Galaxy,121.0,7.9,2014,156585478.631148,712291130.169508,3.5488964647058845,23,very_high
12.971027000000001,Captain America: The Winter Soldier,136.0,7.6,2014,156585478.631148,658365092.859794,3.204509247058826,15,very_high
11.422751,John Wick,101.0,7.0,2014,18421821.015429102,72526614.4653665,2.936994850000019,9,very_high
10.739009,The Hunger Games: Mockingjay - Part 1,123.0,6.6,2014,115136381.346432,692752790.215065,5.01680183200002,16,high
10.174599,The Hobbit: The Battle of the Five Armies,144.0,7.1,2014,230272762.692864,879752289.141534,2.820479152000016,10,very_high
8.691294000000001,Big Hero 6,102.0,7.8,2014,151980023.37728998,600648487.706658,2.952154200000021,10,very_high
8.110711,The Imitation Game,113.0,8.0,2014,12895274.7108004,215126072.495392,15.6825505714286,18,very_high
7.1372729999999995,The Maze Runner,113.0,7.0,2014,31317095.7262296,320834306.773058,9.244701794117631,15,very_high
6.9071479999999905,Birdman,119.0,7.3,2014,16579638.9138862,95070499.387935,4.734171888888915,7,very_high
6.438727,Gone Girl,145.0,7.9,2014,56186554.097059,340186892.137474,5.054596114754092,9,very_high
6.415818,Fury,135.0,7.4,2014,62634191.4524592,195103577.60975,2.1149692058823515,4,very_high
6.2866919999999995,Night at the Museum: Secret of the Tomb,97.0,6.1,2014,116978563.447975,321851579.072442,1.7513722992126004,19,high
6.14502,Divergent,139.0,6.9,2014,78292739.315574,265963102.013597,2.3970340588235315,9,very_high
6.052479,X-Men: Days of Future Past,131.0,7.6,2014,230272762.692864,687133923.875509,1.9840000000000124,5,very_high
5.947136,Lucy,89.0,6.3,2014,36843642.03085829,426796807.31419903,10.584001575000011,4,high
5.787396,Teenage Mutant Ninja Turtles,101.0,5.8,2014,115136381.346432,439544649.42814,2.81760000000001,28,mediocre
5.701683,Sex Tape,97.0,5.3,2014,36843642.03085829,116121496.515052,2.1517377250000083,8,low
5.522641,Nightcrawler,117.0,7.6,2014,7829273.9315574,35643660.268461205,3.552613764705888,12,very_high
4.983782,Transformers: Age of Extinction,165.0,5.9,2014,193429120.66200602,226127852.96439302,0.16904761904762042,12,mediocre
4.93082,The Grand Budapest Hotel,99.0,7.9,2014,27632731.5231437,160822790.371651,4.8200106000000185,24,very_high
4.780419,Whiplash,105.0,8.2,2014,3039600.46754581,12888912.7349127,3.2403312121212027,8,very_high
4.452507,Dawn of the Planet of the Apes,130.0,7.4,2014,156585478.631148,652316682.1563469,3.165882352941175,30,very_high
4.1452089999999995,The Equalizer,132.0,7.2,2014,50660007.7924302,177154121.56007,2.496922509090909,13,very_high
4.105685,Horrible Bosses 2,108.0,6.1,2014,38685824.132401295,98230083.9390274,1.5391751666666662,17,high
4.101979,The Amazing Spider-Man 2,142.0,6.6,2014,184218210.154291,650030010.988616,2.5285871600000167,24,high
3.990452,Edge of Tomorrow,113.0,7.7,2014,163954207.037319,341302234.843216,1.08169244943821,16,very_high
3.9892309999999997,The Interview,112.0,6.1,2014,40528006.2339442,10413095.519905198,-0.7430642045454553,13,high
3.8630739999999997,American Sniper,134.0,7.5,2014,54160153.7853618,499514514.09223205,8.222915357142854,15,very_high
3.81374,Exodus: Gods and Kings,153.0,5.6,2014,128952747.108004,246881718.092715,0.9145130571428611,6,mediocre
3.689601,Godzilla,123.0,6.2,2014,147374568.123433,487327232.33324295,2.30672543125001,8,high
3.5823150000000004,Maleficent,97.0,7.0,2014,165796389.138862,698565011.988,3.213390988888908,10,very_high
3.573028,The November Man,108.0,6.0,2014,13816365.761571802,29987149.858750604,1.1704079333333421,16,mediocre
3.489314,Ouija,89.0,4.9,2014,4605455.25385729,94439261.8744755,19.505955800000027,5,low
3.4891059999999996,How to Train Your Dragon 2,102.0,7.7,2014,133558202.361861,561057788.331434,3.2008486068965705,26,very_high
3.3937410000000003,It Follows,100.0,6.6,2014,1842182.10154291,12434729.185414698,5.750000000000029,10,high
3.34625,The Expendables 3,127.0,6.2,2014,82898194.5694313,189903685.193185,1.2908060444444462,17,high
3.3277989999999997,The Lego Movie,100.0,7.5,2014,55265463.0462875,432139714.774945,6.819344866666676,14,very_high
3.260581,Seventh Son,102.0,5.1,2014,87503649.8232886,105168898.623797,0.2018801368420965,11,low
3.170271,The Theory of Everything,123.0,7.8,2014,13816365.761571802,111638022.270139,7.080129333333357,24,very_high
3.14993,Let's Be Cops,104.0,6.4,2014,15658547.8631148,125840630.063122,7.036545352941161,13,high
3.028769,Dracula Untold,92.0,6.1,2014,64476373.5540021,198522018.221023,2.078988585714287,14,high
3.007018,Penguins of Madagascar,92.0,6.5,2014,121584018.70183201,344075490.780339,1.829940106060621,22,high
2.996038,Into the Woods,125.0,5.6,2014,46054552.5385729,196102469.53721598,3.258047440000003,14,mediocre
2.979181,300: Rise of an Empire,102.0,6.1,2014,101320015.58486,310941963.895073,2.0689095545454723,3,high
2.881991,The Giver,94.0,6.3,2014,23027276.269286398,61695098.59819151,1.6792182400000102,9,high
2.8050189999999997,22 Jump Street,112.0,7.0,2014,46054552.5385729,173571884.248329,2.7688322799999896,14,very_high
2.777996,A Walk Among the Tombstones,113.0,6.2,2014,25790549.4216008,48985095.8257074,0.89934285714286,27,high
2.721864,Paddington,95.0,7.1,2014,50660007.7924302,238753457.08498597,3.7128586727272745,10,very_high
2.692691,Cake,102.0,6.1,2014,6447637.35540021,2174033.70640591,-0.6628169999999999,4,high
2.67235,Chef,115.0,7.2,2014,10132001.558486,42340653.550944105,3.1789031818182,4,very_high
2.6112509999999998,The Purge: Anarchy,104.0,6.6,2014,8289819.45694313,100198906.84914,11.086982999999899,9,high
2.601775,Left Behind,110.0,3.8,2014,14737456.812343301,18129765.1494147,0.23018274999999885,11,low
2.595951,Boyhood,164.0,7.6,2014,3684364.20308583,40849467.0106634,10.087250000000008,7,very_high
2.576396,A Most Violent Year,125.0,6.4,2014,18421821.015429102,11059604.7229864,-0.39964650000000085,19,high
2.549403,Hercules,99.0,5.6,2014,92109105.0771459,224193561.757773,1.4339999999999986,8,mediocre
2.526779,Noah,139.0,5.5,2014,115136381.346432,334022131.054676,1.9010997840000043,4,mediocre
2.523101,The Judge,141.0,7.2,2014,46054552.5385729,77113179.0628635,0.6743877600000023,9,very_high
2.4451650000000003,Blended,117.0,6.7,2014,36843642.03085829,113749780.089511,2.0873652499999915,7,very_high
2.376309,Neighbors,96.0,6.2,2014,16579638.9138862,246997381.33814198,13.897633333333362,9,high
2.361267,If I Stay,106.0,7.2,2014,10132001.558486,72650912.0183039,6.170440272727312,9,very_high
2.303556,Step Up All In,112.0,6.7,2014,41449097.2847156,79366405.41454159,0.9147921333333364,14,very_high
2.293859,The Fault in Our Stars,125.0,7.8,2014,11053092.6092575,281072099.32309,24.429272083333355,22,very_high
2.1654619999999998,Ride Along,99.0,6.1,2014,23027276.269286398,141846012.919223,5.159912760000023,10,high
2.160156,Inherent Vice,148.0,6.3,2014,18421821.015429102,10234219.6378454,-0.44445124999999824,13,high
2.141491,Jack Ryan: Shadow Recruit,105.0,5.9,2014,55265463.0462875,46560330.0821889,-0.15751488333333302,9,mediocre
2.1367580000000004,Non-Stop,106.0,6.8,2014,46054552.5385729,205227928.585968,3.4561919999999944,8,very_high
2.116264,Predestination,97.0,7.2,2014,5066000.77924302,2763273.15231437,-0.4545454545454555,14,very_high
1.957672,The Drop,106.0,6.6,2014,11605747.2397203,17186067.760984197,0.4808238888888971,8,high
1.9407349999999999,RoboCop,102.0,5.7,2014,110530926.092575,220490244.264135,0.9948285249999964,7,mediocre
1.904422,Transcendence,119.0,5.9,2014,92109105.0771459,94908538.42193149,0.03039258000000025,13,mediocre
1.9000380000000001,The Other Woman,109.0,6.2,2014,36843642.03085829,181253395.83243102,3.9195298250000024,15,high
1.8947060000000002,Mr. Peabody & Sherman,92.0,6.8,2014,133558202.361861,251377196.917292,0.8821546896551783,21,very_high
1.840817,Sin City: A Dame to Kill For,102.0,6.2,2014,59870918.3001448,36298002.429838106,-0.39372898461538514,8,high
1.8116919999999999,Rio 2,102.0,6.5,2014,94872378.2294603,460719091.177882,3.8561983980582553,5,high
1.805954,Dumb and Dumber To,110.0,5.5,2014,36843642.03085829,156435350.000782,3.2459252499999867,18,mediocre
1.7798610000000001,The Monuments Men,118.0,5.7,2014,64476373.5540021,142754407.65095,1.214057642857135,17,mediocre
1.769987,Unbroken,137.0,7.2,2014,59870918.3001448,150545826.582503,1.5145067230769182,8,very_high
1.754707,Selma,127.0,7.5,2014,18421821.015429102,61517744.3585475,2.3393954000000123,5,very_high
1.737699,Mommy,138.0,8.0,2014,4513346.14878015,3218356.60776903,-0.2869244897959189,5,very_high
1.6493209999999898,Wild,115.0,6.9,2014,13816365.761571802,48358699.566810794,2.5001027333333514,4,very_high
1.638781,Pompeii,105.0,5.1,2014,119741836.60028899,108533660.811904,-0.09360283846154017,7,low
1.63015,The Best of Me,117.0,7.2,2014,23948367.3200579,33091313.2824092,0.381777423076923,14,very_high
1.5880100000000001,Annie,119.0,6.1,2014,59870918.3001448,123262077.11558402,1.0587971692307567,5,high
1.5450549999999899,The Book of Life,95.0,7.3,2014,46054552.5385729,89748446.3496701,0.9487421200000036,16,very_high
1.542392,St. Vincent,102.0,7.1,2014,11974183.660028901,50510085.4864604,3.218248769230794,11,very_high
1.541069,Need for Speed,130.0,6.2,2014,60792009.350916296,187237211.341578,2.079964181818179,14,high
1.4490459999999898,The Hundred-Foot Journey,122.0,7.2,2014,20264003.1169721,81867328.80832,3.0400373181818194,24,very_high
1.440084,The Boxtrolls,97.0,6.6,2014,55265463.0462875,99713420.94137341,0.804262833333335,13,high
1.3987129999999999,Big Eyes,105.0,6.8,2014,9210910.50771459,26604343.496959,1.8883511000000004,8,very_high
1.394382,The Prince,93.0,4.6,2014,16579638.9138862,245550715.73380098,13.810377777777845,10,low
1.319416,The Signal,95.0,5.8,2014,3684364.20308583,553479.928044367,-0.8497759999999996,10,mediocre
1.3155,Into the Storm,89.0,5.7,2014,46054552.5385729,147929243.62766102,2.2120438799999884,14,mediocre
1.240895,Planes: Fire & Rescue,83.0,5.9,2014,46054552.5385729,139237453.588524,2.0233157399999913,6,mediocre
